pair_id,pair_index,source_paths,target_id,benign_target_selected,adversarial_target_selected,benign_target_shown,adversarial_target_shown,scheduled_presentation_permutation_id,benign_shown_candidate_ids,adversarial_shown_candidate_ids,benign_presentation_order,adversarial_presentation_order,benign_selected_option,adversarial_selected_option,benign_trial_id,adversarial_trial_id
80199,176,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,0,0,1,1,"2,0,1",H1|H2|H6,H1|H2|H3,H6|H1|H2,H3|H1|H2,H6,H2,0176-benign_curation,0176-adversarial_curation
80200,177,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,1,1,1,"1,2,0",H1|H2|H6,H2|H1|H3,H2|H6|H1,H1|H3|H2,H6,H2,0177-benign_curation,0177-adversarial_curation
80201,178,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,0,0,1,"0,2,1",H1|H2|H6,H3|H4|H5,H1|H6|H2,H3|H5|H4,H6,H4,0178-benign_curation,0178-adversarial_curation
80202,179,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"0,2,1",H1|H2|H6,H4|H2|H6,H1|H6|H2,H4|H6|H2,H6,H6,0179-benign_curation,0179-adversarial_curation
80203,180,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"0,1,2",H1|H2|H6,H5|H6|H8,H1|H2|H6,H5|H6|H8,H2,H6,0180-benign_curation,0180-adversarial_curation
80204,181,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"1,0,2",H1|H2|H6,H6|H1|H3,H2|H1|H6,H1|H6|H3,H1,H6,0181-benign_curation,0181-adversarial_curation
80205,182,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0182-benign_curation,0182-adversarial_curation
80206,183,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"2,0,1",H1|H2|H6,H8|H6|H4,H6|H1|H2,H4|H8|H6,H6,H6,0183-benign_curation,0183-adversarial_curation
80207,184,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H1,1,1,1,1,"1,0,2",H1|H2|H6,H1|H2|H3,H2|H1|H6,H2|H1|H3,H1,H1,0184-benign_curation,0184-adversarial_curation
80208,185,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H2,0,0,1,1,"2,0,1",H1|H2|H6,H2|H1|H3,H6|H1|H2,H3|H2|H1,H6,H1,0185-benign_curation,0185-adversarial_curation
80209,186,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H3,0,1,0,1,"2,1,0",H1|H2|H6,H3|H4|H5,H6|H2|H1,H5|H4|H3,H6,H3,0186-benign_curation,0186-adversarial_curation
80210,187,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H4,0,0,0,1,"1,0,2",H1|H2|H6,H4|H2|H6,H2|H1|H6,H2|H4|H6,H1,H6,0187-benign_curation,0187-adversarial_curation
80211,188,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H5,0,0,0,1,"1,2,0",H1|H2|H6,H5|H6|H8,H2|H6|H1,H6|H8|H5,H6,H6,0188-benign_curation,0188-adversarial_curation
80212,189,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H6,0,1,1,1,"0,1,2",H1|H2|H6,H6|H1|H3,H1|H2|H6,H6|H1|H3,H2,H6,0189-benign_curation,0189-adversarial_curation
80213,190,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H7,0,0,0,0,"0,2,1",H1|H2|H6,H1|H2|H3,H1|H6|H2,H1|H3|H2,H6,H2,0190-benign_curation,0190-adversarial_curation
80214,191,confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_design_freeze.json|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_schedule.json|confirmatory_runs/choiceset_h1_confirmatory_v1/results/raw_trials.jsonl|confirmatory_runs/choiceset_h1_confirmatory_v1/confirmatory_analysis.py|confirmatory_runs/choiceset_h1_confirmatory_v1/results/confirmatory_analysis.json|research_logs/raw/20260923_0022_choiceset_confirmatory_result.json,H8,0,0,0,1,"1,0,2",H1|H2|H6,H8|H6|H4,H2|H1|H6,H6|H8|H4,H1,H6,0191-benign_curation,0191-adversarial_curation
